,index,ID,Age,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,Income,marital_Single,marital_Married,marital_Together,marital_Divorced,marital_Widow,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Customer_Days,Complain,MntTotal,MntRegularProds,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmpOverall,Response
1100,1100,5538,49,False,False,True,False,False,83829.0,False,False,False,True,False,0,0,78,1,3943,0,1862,1835,897,161,430,186,161,27,0,4,7,6,3,1
1101,1101,10552,45,True,False,False,False,False,54210.0,False,True,False,False,False,0,1,18,5,4084,0,367,322,70,54,109,80,9,45,2,4,1,7,0,0
1102,1102,1545,38,False,False,True,False,False,38508.0,False,True,False,False,False,1,0,95,8,4010,0,443,389,120,19,206,25,19,54,6,7,2,5,0,0
1103,1103,7409,54,False,False,True,False,False,53187.0,False,False,True,False,False,1,0,66,5,3925,0,267,257,211,2,30,7,7,10,2,4,1,6,0,0
1104,1104,4444,52,False,False,True,False,False,30023.0,False,True,False,False,False,1,0,28,8,3776,0,61,40,11,0,16,7,6,21,1,2,0,3,0,0
1105,1105,146,64,False,False,False,False,True,76045.0,True,False,False,False,False,0,0,78,2,3905,0,1323,1323,760,53,400,17,93,0,1,4,5,11,1,0
1106,1106,6271,72,False,False,False,False,True,50870.0,False,True,False,False,False,0,1,13,5,3689,0,63,61,53,0,8,0,0,2,1,2,0,3,0,0
1107,1107,10065,54,True,False,False,False,False,15315.0,False,True,False,False,False,0,0,27,5,4009,0,64,47,7,4,13,15,8,17,2,2,0,4,0,0
1108,1108,4741,50,True,False,False,False,False,65463.0,False,True,False,False,False,1,0,17,5,3829,0,562,546,391,32,70,21,32,16,2,6,2,9,1,0
1109,1109,246,59,False,False,True,False,False,66480.0,False,True,False,False,False,1,1,71,4,3708,0,312,306,199,9,57,20,21,6,7,4,1,7,0,0
1110,1110,375,70,False,False,True,False,False,76773.0,False,False,False,True,False,0,0,79,1,4168,0,1156,1140,516,56,449,86,33,16,1,2,2,11,0,0
1111,1111,1524,41,True,False,False,False,False,81698.0,True,False,False,False,False,0,0,1,5,4164,0,1104,1059,709,45,115,30,160,45,1,8,2,5,1,1
1112,1112,10022,51,False,False,False,False,True,54466.0,True,False,False,False,False,1,1,78,5,3819,0,16,16,12,0,4,0,0,0,1,1,0,2,0,0
1113,1113,7451,64,False,False,False,True,False,98777.0,True,False,False,False,False,0,0,23,1,3811,0,2008,1970,1000,19,711,125,115,38,0,4,6,9,1,0
1114,1114,11010,40,False,False,False,False,True,16269.0,True,False,False,False,False,1,0,75,8,3982,0,44,44,19,3,18,3,1,0,3,3,0,3,0,0
1115,1115,4356,53,False,False,True,False,False,71819.0,False,False,True,False,False,0,1,70,6,3984,0,1574,1406,1224,28,140,0,14,168,3,3,3,5,2,0
1116,1116,3885,41,False,False,False,False,True,33569.0,False,True,False,False,False,1,0,10,8,3935,0,63,39,16,2,18,3,0,24,1,1,1,2,1,1
1117,1117,1175,41,False,False,False,True,False,36262.0,False,True,False,False,False,0,0,24,6,3961,0,426,273,88,39,54,64,28,153,1,3,5,3,1,1
1118,1118,880,58,False,True,False,False,False,22634.0,False,False,True,False,False,0,0,47,8,4208,0,96,50,2,23,11,8,6,46,1,2,1,2,0,0
1119,1119,2320,46,True,False,False,False,False,47025.0,False,True,False,False,False,0,1,98,9,3969,0,635,606,508,11,59,23,5,29,5,11,1,6,0,0
1120,1120,850,56,False,False,True,False,False,70566.0,True,False,False,False,False,0,1,4,3,3945,0,757,736,381,28,215,84,28,21,2,6,5,9,0,0
1121,1121,4713,45,False,False,False,False,True,31605.0,False,True,False,False,False,1,0,15,7,4263,0,125,119,74,0,42,2,1,6,2,2,1,4,0,0
1122,1122,675,51,False,False,False,True,False,52034.0,False,False,False,True,False,1,1,67,7,4087,0,332,259,146,0,93,7,13,73,5,4,2,5,0,0
1123,1123,5025,45,False,False,True,False,False,48526.0,True,False,False,False,False,1,0,32,3,3866,0,135,126,23,17,23,43,20,9,1,2,1,4,0,0
1124,1124,2308,70,False,False,True,False,False,46734.0,False,True,False,False,False,0,1,40,7,4267,0,330,301,110,5,137,26,23,29,2,6,1,5,0,0
1125,1125,5995,62,False,False,True,False,False,39552.0,False,False,False,True,False,1,1,54,8,4237,0,384,343,165,3,147,4,24,41,7,6,2,5,0,1
1126,1126,6749,58,False,False,True,False,False,86358.0,True,False,False,False,False,1,1,78,8,4369,0,1722,1627,957,47,494,82,47,95,4,5,3,6,0,0
1127,1127,1010,47,False,False,True,False,False,46931.0,False,False,True,False,False,2,1,94,3,3745,0,78,62,41,0,17,3,1,16,2,1,1,3,0,0
1128,1128,8977,39,False,True,False,False,False,16581.0,True,False,False,False,False,0,0,51,4,4212,0,24,13,1,3,4,2,3,11,1,0,0,3,0,0
1129,1129,4756,72,True,False,False,False,False,63998.0,False,False,False,True,False,0,0,42,4,3870,0,1168,1056,176,29,818,0,33,112,1,7,6,11,0,1
1130,1130,3412,73,False,False,False,True,False,67381.0,False,True,False,False,False,0,1,67,7,4209,0,957,887,815,8,53,11,0,70,4,2,2,9,1,0
1131,1131,606,57,False,False,True,False,False,25930.0,True,False,False,False,False,1,1,87,7,3941,0,15,11,6,1,2,2,0,4,1,1,0,2,0,0
1132,1132,5961,46,False,False,True,False,False,42693.0,False,True,False,False,False,1,0,29,5,3701,0,57,41,8,4,20,6,3,16,1,1,0,3,0,0
1133,1133,2975,48,False,False,True,False,False,85606.0,False,False,True,False,False,0,1,89,3,4273,0,1956,1872,717,42,864,219,30,84,2,6,7,9,1,0
1134,1134,2894,39,False,False,True,False,False,72903.0,True,False,False,False,False,0,0,74,4,3922,0,2013,1974,1067,138,750,0,19,39,1,7,5,8,3,1
1135,1135,7613,50,True,False,False,False,False,49669.0,False,False,True,False,False,1,0,97,6,3715,0,326,297,166,5,107,11,8,29,2,5,1,6,0,0
1136,1136,10542,56,False,False,False,False,True,36778.0,False,True,False,False,False,1,1,63,9,4372,0,77,73,29,4,34,2,4,4,3,3,0,3,0,0
1137,1137,8015,62,False,False,False,False,True,85696.0,False,False,False,True,False,0,0,88,1,4101,0,1313,1301,714,76,395,116,0,12,1,4,6,9,0,1
1138,1138,10617,35,False,False,False,True,False,10979.0,False,False,False,True,False,0,0,34,5,3717,0,30,26,8,4,10,2,2,4,2,3,0,3,0,0
1139,1139,11166,63,False,False,True,False,False,49678.0,False,True,False,False,False,0,1,81,7,4191,0,315,295,229,5,56,3,2,20,2,6,2,4,0,0
1140,1140,849,71,False,False,False,True,False,56129.0,False,False,True,False,False,0,1,65,4,4053,0,660,612,320,48,133,39,72,48,4,6,2,10,0,0
1141,1141,523,35,False,False,True,False,False,37155.0,False,True,False,False,False,1,0,51,5,4193,0,74,71,23,0,26,7,15,3,1,2,0,4,0,0
1142,1142,4066,46,True,False,False,False,False,21282.0,False,False,False,True,False,1,0,76,6,3728,0,46,26,1,5,8,4,8,20,2,2,1,2,0,0
1143,1143,8414,62,False,False,False,False,True,33419.0,True,False,False,False,False,0,1,76,7,3995,0,86,68,56,0,12,0,0,18,2,2,0,4,0,0
1144,1144,819,79,False,False,True,False,False,63285.0,False,False,False,False,True,0,0,84,3,3915,0,1103,969,508,124,249,50,38,134,1,6,5,13,0,0
1145,1145,4961,50,False,False,False,True,False,21255.0,False,False,True,False,False,1,0,56,4,3838,0,61,58,29,0,25,2,2,3,4,2,1,4,0,0
1146,1146,749,43,False,False,True,False,False,42162.0,False,False,True,False,False,1,0,31,6,3901,0,145,118,46,7,59,2,4,27,2,3,1,3,1,1
1147,1147,5430,68,False,False,True,False,False,54450.0,False,False,True,False,False,1,1,0,8,4332,0,684,652,454,0,171,8,19,32,12,9,2,8,0,0
1148,1148,7755,70,False,False,False,False,True,57744.0,False,True,False,False,False,0,1,91,8,3908,0,411,392,350,3,39,0,0,19,2,9,1,4,0,0
1149,1149,10525,38,False,False,True,False,False,26576.0,True,False,False,False,False,1,0,40,9,4303,0,27,18,10,0,8,0,0,9,1,1,0,2,1,1
1150,1150,1453,81,False,False,False,False,True,57513.0,False,False,False,False,True,0,0,59,6,4037,0,1060,1030,735,40,183,52,20,30,2,9,3,13,0,0
1151,1151,8310,60,False,False,True,False,False,68142.0,False,False,True,False,False,0,1,96,6,4348,0,1459,1422,897,126,196,91,112,37,3,10,4,7,0,0
1152,1152,10710,45,False,False,True,False,False,7500.0,False,True,False,False,False,0,1,61,8,4348,0,18,13,5,2,3,3,0,5,1,1,0,2,0,0
1153,1153,5031,50,False,False,True,False,False,83145.0,False,False,True,False,False,0,0,14,2,4324,0,1833,1719,777,35,731,39,137,114,1,5,9,11,1,1
1154,1154,2613,64,False,False,False,True,False,54197.0,False,True,False,False,False,0,1,16,1,3766,0,237,224,162,6,37,6,13,13,2,1,3,6,0,0
1155,1155,213,61,False,False,False,False,True,23091.0,True,False,False,False,False,1,1,98,7,3711,0,48,46,35,0,11,0,0,2,4,2,1,3,0,0
1156,1156,967,48,False,False,True,False,False,46049.0,False,True,False,False,False,1,1,11,7,4022,0,515,496,342,9,112,19,14,19,10,5,2,9,0,1
1157,1157,1077,50,False,False,True,False,False,56715.0,False,False,True,False,False,0,0,52,4,4250,0,1020,1011,258,105,239,237,172,9,1,7,3,4,0,0
1158,1158,7959,63,False,False,True,False,False,79410.0,False,True,False,False,False,0,0,19,1,3710,0,1370,1357,658,80,483,123,13,13,1,3,2,5,0,0
1159,1159,640,73,False,False,True,False,False,57304.0,False,True,False,False,False,0,1,61,5,4154,0,1026,920,356,80,329,138,17,106,2,7,6,10,0,0
1160,1160,4252,59,False,False,True,False,False,44375.0,False,True,False,False,False,0,1,73,5,3777,0,301,260,213,5,28,7,7,41,1,4,1,6,0,0
1161,1161,8432,68,False,False,True,False,False,54450.0,False,False,True,False,False,1,1,0,8,4332,0,684,652,454,0,171,8,19,32,12,9,2,8,0,0
1162,1162,6218,59,False,False,True,False,False,59594.0,False,True,False,False,False,0,1,74,7,4296,0,499,490,457,4,29,0,0,9,1,8,1,7,1,0
1163,1163,6905,30,False,False,True,False,False,80685.0,False,False,True,False,False,0,0,55,2,4355,0,1004,950,241,45,604,34,26,54,1,6,4,10,0,0
1164,1164,5922,50,False,False,False,False,True,40344.0,False,True,False,False,False,0,1,48,7,3938,0,218,216,210,0,6,0,0,2,2,4,1,5,0,0
1165,1165,3598,52,False,False,True,False,False,62710.0,False,True,False,False,False,0,1,53,4,4081,0,606,595,441,35,83,7,29,11,4,4,2,12,0,0
1166,1166,6116,56,True,False,False,False,False,48985.0,False,True,False,False,False,0,1,13,3,4038,0,75,67,19,13,18,10,7,8,1,1,1,3,0,0
1167,1167,6263,56,False,False,True,False,False,35322.0,False,False,True,False,False,1,2,34,8,4355,0,106,93,28,9,37,12,7,13,3,2,0,4,0,0
1168,1168,10486,76,False,False,True,False,False,77142.0,False,True,False,False,False,0,0,54,2,4075,0,990,893,476,75,162,29,151,97,1,4,4,8,0,0
1169,1169,2410,55,False,False,True,False,False,81657.0,True,False,False,False,False,0,0,69,1,3837,0,1097,1047,364,40,425,158,60,50,1,3,4,8,0,0
1170,1170,193,28,False,True,False,False,False,14421.0,False,True,False,False,False,0,0,81,5,3811,0,16,8,0,0,2,3,3,8,1,1,0,2,1,0
1171,1171,3363,50,True,False,False,False,False,20130.0,False,True,False,False,False,0,0,99,8,3783,0,34,22,0,6,3,7,6,12,1,1,0,3,0,0
1172,1172,8278,34,False,False,False,False,True,74214.0,False,True,False,False,False,0,0,3,5,4351,0,1711,1678,863,83,547,86,99,33,1,8,2,5,0,0
1173,1173,10660,67,False,False,False,True,False,66726.0,False,True,False,False,False,1,1,61,7,3847,0,438,391,349,7,35,0,0,47,3,8,2,4,1,0
1174,1174,8686,45,False,True,False,False,False,23724.0,False,False,True,False,False,1,0,65,8,4216,0,75,61,5,23,15,0,18,14,2,2,0,3,0,0
1175,1175,1604,64,False,False,False,True,False,47353.0,False,True,False,False,False,0,1,93,5,3907,0,225,221,184,2,19,8,8,4,3,2,2,6,0,0
1176,1176,5907,72,False,False,False,True,False,33444.0,False,True,False,False,False,1,1,24,8,4282,0,18,16,8,0,8,0,0,2,1,1,0,2,0,0
1177,1177,10669,43,False,False,True,False,False,54386.0,False,True,False,False,False,0,1,8,3,4087,0,470,445,277,21,64,62,21,25,2,3,2,10,0,0
1178,1178,2918,43,False,False,True,False,False,28510.0,False,False,False,True,False,1,1,72,5,4121,0,91,72,44,5,19,0,4,19,3,2,0,4,0,0
1179,1179,5735,33,False,False,False,True,False,90638.0,True,False,False,False,False,0,0,29,1,3815,0,2525,2429,1156,120,915,94,144,96,1,3,4,10,1,0
1180,1180,359,74,False,False,True,False,False,48070.0,False,False,True,False,False,0,1,33,7,4211,1,504,485,373,14,83,6,9,19,3,8,2,6,0,0
1181,1181,8387,67,False,False,True,False,False,43140.0,False,True,False,False,False,0,1,68,6,4219,0,235,224,134,8,76,6,0,11,1,4,1,5,0,0
1182,1182,1829,63,False,False,False,False,True,54959.0,False,False,False,True,False,0,1,55,7,4205,0,1232,1208,1148,0,60,0,0,24,3,9,5,4,1,1
1183,1183,3839,66,False,True,False,False,False,15056.0,True,False,False,False,False,1,1,76,5,4101,0,88,48,6,12,3,21,6,40,5,2,2,3,0,0
1184,1184,9392,53,False,False,True,False,False,26954.0,True,False,False,False,False,1,0,17,7,3731,0,17,16,4,1,11,0,0,1,1,1,0,2,0,0
1185,1185,2292,39,False,False,True,False,False,22327.0,True,False,False,False,False,1,0,94,5,4010,0,24,19,5,4,8,2,0,5,1,1,0,3,0,0
1186,1186,10466,59,False,False,True,False,False,44393.0,False,True,False,False,False,1,1,86,4,3990,0,60,50,24,2,20,2,2,10,2,1,0,4,0,0
1187,1187,9855,72,False,False,False,False,True,62000.0,True,False,False,False,False,0,1,25,4,3987,0,1020,1000,899,0,101,0,0,20,1,6,6,13,1,0
1188,1188,4088,62,False,False,False,False,True,31497.0,False,False,True,False,False,0,1,22,8,4249,0,155,151,108,1,28,13,1,4,2,3,1,4,0,0
1189,1189,5231,50,True,False,False,False,False,45894.0,False,True,False,False,False,0,2,15,5,3801,0,51,38,27,2,7,0,2,13,1,1,0,3,0,0
1190,1190,590,54,False,False,False,True,False,78579.0,False,False,False,True,False,0,0,35,3,4233,0,1812,1713,816,66,549,216,66,99,1,5,6,4,0,1
1191,1191,8732,55,False,False,False,True,False,67369.0,False,False,False,False,True,0,1,81,4,4268,0,1461,1419,1298,0,70,37,14,42,4,7,4,10,2,1
1192,1192,2315,64,False,False,True,False,False,58401.0,False,False,False,True,False,0,1,55,4,3749,0,96,67,10,0,11,17,29,29,1,1,2,2,0,0
1193,1193,3515,72,False,False,True,False,False,62307.0,True,False,False,False,False,0,1,94,5,3811,0,160,150,87,13,34,10,6,10,1,4,0,4,0,0
1194,1194,2245,55,False,False,False,True,False,43641.0,False,True,False,False,False,1,1,50,6,4112,0,139,116,57,2,51,4,2,23,3,2,1,4,0,0
1195,1195,6283,56,False,False,False,True,False,63841.0,False,False,False,True,False,0,1,64,6,4113,0,908,777,635,15,100,20,7,131,1,9,3,9,0,0
1196,1196,2246,59,True,False,False,False,False,46891.0,False,True,False,False,False,0,1,91,4,3980,0,183,122,43,12,23,29,15,61,1,2,1,4,0,0
1197,1197,6606,55,False,False,False,True,False,70091.0,False,True,False,False,False,1,0,11,8,4134,0,1161,1150,964,34,137,15,0,11,2,5,2,10,1,0
1198,1198,5545,52,False,False,False,False,True,78075.0,False,True,False,False,False,0,0,72,1,3764,0,988,908,572,8,259,34,35,80,1,3,5,5,0,0
1199,1199,7342,63,True,False,False,False,False,59184.0,False,False,False,False,True,0,1,6,5,4337,0,1072,1006,341,142,113,259,151,66,3,6,6,12,0,0
1200,1200,837,47,False,False,True,False,False,54809.0,False,True,False,False,False,1,1,0,4,3970,0,174,152,63,6,57,13,13,22,4,2,1,5,0,0
1201,1201,9500,65,False,False,True,False,False,58113.0,False,True,False,False,False,0,1,66,7,4199,1,758,674,221,104,169,102,78,84,3,9,2,8,0,0
1202,1202,3602,66,False,False,False,True,False,51412.0,False,True,False,False,False,0,1,42,4,3859,0,195,181,140,3,29,4,5,14,2,3,2,4,0,0
1203,1203,234,45,False,False,True,False,False,15287.0,False,False,False,True,False,1,0,60,7,4306,0,31,18,1,2,8,4,3,13,2,1,1,2,1,1
1204,1204,2995,67,False,False,False,True,False,66636.0,False,False,True,False,False,0,0,64,1,3995,0,1084,1084,291,10,689,84,10,0,1,3,4,9,0,0
1205,1205,1118,68,False,False,False,True,False,50965.0,False,True,False,False,False,0,1,87,8,4173,0,685,656,544,13,85,8,6,29,3,10,4,5,1,0
1206,1206,7789,59,False,False,False,False,True,84618.0,False,True,False,False,False,0,0,96,2,3898,0,1672,1672,684,100,801,21,66,0,1,6,9,10,1,0
1207,1207,3068,34,False,False,True,False,False,18351.0,False,True,False,False,False,0,0,1,7,3922,0,43,36,1,12,9,0,14,7,1,2,0,3,0,0
1208,1208,8955,67,False,False,False,False,True,40451.0,False,False,True,False,False,0,2,54,5,3812,0,49,39,35,0,4,0,0,10,1,1,1,2,1,0
1209,1209,945,59,False,False,True,False,False,36317.0,False,False,True,False,False,0,1,53,7,4082,0,133,120,87,3,25,3,2,13,2,3,0,4,0,0
1210,1210,5644,67,False,False,True,False,False,42213.0,False,False,True,False,False,0,1,96,7,3939,0,363,343,309,3,24,4,3,20,2,5,1,7,1,0
1211,1211,7192,69,False,False,True,False,False,65748.0,False,False,True,False,False,0,1,58,1,4119,1,545,511,172,73,93,95,78,34,2,2,4,10,0,0
1212,1212,2324,52,False,False,True,False,False,77044.0,False,False,True,False,False,0,1,12,4,3924,0,1065,989,625,38,242,50,34,76,2,7,11,11,1,0
1213,1213,697,55,False,False,True,False,False,74918.0,False,False,True,False,False,0,0,78,3,4153,0,2047,1988,972,59,913,25,19,59,1,5,9,6,1,0
1214,1214,3439,52,False,False,True,False,False,56721.0,False,True,False,False,False,1,1,64,6,4285,0,296,221,157,6,39,6,13,75,5,4,1,5,0,0
1215,1215,1506,49,False,False,True,False,False,42160.0,True,False,False,False,False,1,1,26,6,4045,0,140,120,48,9,45,3,15,20,4,2,1,4,0,1
1216,1216,232,59,False,False,True,False,False,61559.0,True,False,False,False,False,0,1,8,3,4026,0,530,496,279,83,88,32,14,34,1,4,2,10,0,0
1217,1217,8876,61,False,False,False,False,True,33629.0,False,False,True,False,False,1,1,49,9,4369,0,152,148,132,0,16,0,0,4,5,3,1,4,0,0
1218,1218,4500,33,False,False,False,False,True,68682.0,False,False,True,False,False,0,0,56,2,3945,0,1598,1553,919,0,505,99,30,45,1,4,9,10,0,0
1219,1219,9739,61,False,False,True,False,False,34377.0,True,False,False,False,False,0,1,55,7,4205,0,114,88,62,0,22,3,1,26,2,2,2,2,0,0
1220,1220,10395,38,False,True,False,False,False,8940.0,True,False,False,False,False,1,0,25,8,4355,0,101,59,1,45,3,4,6,42,3,3,1,3,0,0
1221,1221,1176,51,False,False,True,False,False,26228.0,False,True,False,False,False,1,0,50,8,3959,0,25,16,2,6,4,3,1,9,1,1,0,2,0,0
1222,1222,1627,67,True,False,False,False,False,77297.0,False,False,False,True,False,0,0,84,4,4198,0,789,748,408,61,109,48,122,41,1,5,7,9,1,0
1223,1223,938,43,False,False,True,False,False,40211.0,False,True,False,False,False,1,1,30,8,4013,0,87,62,51,1,7,2,1,25,2,2,1,2,1,0
1224,1224,2740,66,False,False,False,False,True,33438.0,False,False,False,False,True,1,1,81,5,3959,0,90,84,62,1,16,3,2,6,4,2,1,4,0,0
1225,1225,257,65,False,False,False,False,True,75032.0,False,True,False,False,False,0,1,74,3,4106,0,1215,1203,952,12,180,47,12,12,2,5,4,9,0,0
1226,1226,4058,69,False,False,False,False,True,61284.0,True,False,False,False,False,0,0,76,6,3939,0,811,766,618,15,106,20,7,45,1,11,2,8,1,0
1227,1227,7736,38,False,False,True,False,False,22518.0,False,True,False,False,False,1,0,36,5,4294,0,61,34,11,7,12,2,2,27,2,2,1,2,1,1
1228,1228,8210,49,False,False,False,True,False,54730.0,False,True,False,False,False,0,1,64,4,3997,0,405,349,318,3,17,4,7,56,5,4,1,8,0,0
1229,1229,833,69,False,False,False,True,False,38452.0,False,True,False,False,False,1,1,62,7,3770,0,72,70,56,0,14,0,0,2,3,3,0,3,0,0
1230,1230,6230,53,False,False,True,False,False,44421.0,False,False,False,True,False,1,1,53,8,4178,0,189,182,110,5,59,7,1,7,5,5,0,4,0,0
1231,1231,7325,38,False,False,False,False,True,38197.0,False,False,True,False,False,1,0,86,5,4044,0,40,37,23,0,11,2,1,3,1,1,0,3,0,0
1232,1232,1307,46,False,False,True,False,False,41986.0,False,False,False,True,False,0,1,15,4,3819,0,63,51,27,5,8,8,3,12,3,3,0,4,0,0
1233,1233,1502,41,False,False,True,False,False,28427.0,False,False,True,False,False,1,0,67,8,4144,0,52,46,18,3,19,3,3,6,2,2,0,3,0,0
1234,1234,6211,48,False,False,False,False,True,37395.0,False,False,True,False,False,1,0,47,6,3737,0,39,28,18,0,9,0,1,11,1,1,0,3,0,0
1235,1235,843,53,False,False,True,False,False,64722.0,False,True,False,False,False,1,0,47,6,3713,0,805,790,303,0,280,60,147,15,4,8,2,11,0,0
1236,1236,4174,68,False,False,False,True,False,55249.0,False,False,True,False,False,0,1,81,3,3752,0,130,119,97,1,19,2,0,11,1,2,1,4,0,0
1237,1237,9757,52,False,False,True,False,False,84906.0,False,False,True,False,False,0,0,98,2,3947,0,1631,1555,997,15,414,99,30,76,1,5,6,12,3,0
1238,1238,6918,35,False,False,True,False,False,28691.0,False,True,False,False,False,1,0,56,8,4039,0,34,30,5,4,13,8,0,4,1,1,0,3,0,0
1239,1239,286,72,False,False,True,False,False,44213.0,True,False,False,False,False,1,1,48,6,3891,0,152,145,95,11,35,0,4,7,4,2,1,5,0,0
1240,1240,11086,40,False,True,False,False,False,25707.0,True,False,False,False,False,1,0,18,7,3841,0,21,18,1,6,2,3,6,3,1,1,0,3,0,0
1241,1241,1921,57,False,False,False,False,True,59062.0,False,True,False,False,False,2,1,74,4,3948,0,71,62,46,1,12,3,0,9,2,2,0,3,0,0
1242,1242,4138,62,False,False,True,False,False,76624.0,True,False,False,False,False,0,1,68,1,3715,0,899,833,411,106,147,54,115,66,1,5,10,7,1,0
1243,1243,7718,77,False,False,False,True,False,66000.0,False,False,True,False,False,0,0,36,1,3749,0,711,666,244,51,270,101,0,45,1,1,3,5,0,0
1244,1244,1291,46,False,False,False,False,True,27683.0,False,False,True,False,False,1,0,90,8,4373,0,351,306,152,9,121,12,12,45,4,6,2,4,0,0
1245,1245,6862,53,False,False,True,False,False,1730.0,False,False,False,True,False,0,0,65,20,3721,0,8,7,1,1,3,1,1,1,15,0,0,0,0,0
1246,1246,4136,32,False,True,False,False,False,7500.0,True,False,False,False,False,1,0,63,9,4252,0,119,79,10,17,18,8,26,40,4,3,2,2,0,0
1247,1247,803,56,False,False,True,False,False,40521.0,False,False,True,False,False,1,1,82,5,4129,0,21,17,12,0,5,0,0,4,1,0,1,2,0,0
1248,1248,4298,51,False,False,False,False,True,20427.0,False,False,True,False,False,1,0,63,8,3776,0,10,9,5,0,4,0,0,1,1,1,0,2,0,0
1249,1249,10833,49,False,False,True,False,False,65106.0,False,True,False,False,False,0,1,55,6,3715,0,973,954,790,19,133,12,0,19,3,8,3,13,1,0
1250,1250,9606,59,False,False,False,False,True,69969.0,False,True,False,False,False,0,0,64,3,3985,0,1536,1492,882,29,514,38,29,44,1,4,2,6,2,1
1251,1251,8534,72,False,False,True,False,False,67433.0,False,True,False,False,False,0,2,51,4,4027,0,992,962,615,28,259,12,48,30,4,6,5,13,1,0
1252,1252,5153,57,False,False,False,False,True,77766.0,False,True,False,False,False,0,1,97,6,4171,0,1529,1502,1004,59,265,115,59,27,2,11,10,11,1,1
1253,1253,961,52,False,False,True,False,False,74716.0,False,True,False,False,False,0,1,92,4,3969,0,860,789,133,27,421,13,195,71,2,7,3,5,0,0
1254,1254,5011,61,False,False,True,False,False,68118.0,False,False,False,True,False,0,1,51,6,3933,0,928,774,595,23,123,10,23,154,2,8,9,4,0,0
1255,1255,6653,54,False,False,False,False,True,55158.0,False,True,False,False,False,1,1,72,7,4378,0,418,395,293,0,87,4,11,23,4,7,2,5,0,1
1256,1256,9094,69,True,False,False,False,False,62972.0,False,True,False,False,False,0,1,39,6,4374,0,587,395,313,15,47,20,0,192,2,7,4,3,0,1
1257,1257,810,49,False,False,True,False,False,74190.0,False,True,False,False,False,0,1,49,2,3727,0,641,577,151,81,86,168,91,64,2,4,2,11,0,0
1258,1258,5493,48,False,False,True,False,False,39356.0,False,True,False,False,False,1,1,21,6,3781,0,23,17,15,0,2,0,0,6,1,1,0,2,1,0
1259,1259,2147,55,False,False,True,False,False,76653.0,False,False,True,False,False,0,0,91,2,3996,0,2279,2153,736,63,946,219,189,126,1,4,7,11,2,0
1260,1260,5107,51,False,False,False,False,True,35860.0,False,False,False,True,False,1,1,37,5,3720,0,49,29,15,0,8,4,2,20,2,1,1,2,1,0
1261,1261,3979,41,False,False,False,False,True,90687.0,False,False,False,True,False,0,0,98,2,4082,0,1779,1728,982,17,672,23,34,51,1,6,2,8,1,1
1262,1262,6049,42,False,False,False,True,False,73450.0,False,False,True,False,False,0,0,85,3,3885,0,1804,1767,1142,51,415,90,69,37,1,7,8,11,2,0
1263,1263,8147,64,False,False,True,False,False,31454.0,False,True,False,False,False,1,1,40,8,4037,0,48,39,28,0,11,0,0,9,3,2,0,3,0,0
1264,1264,1857,72,False,False,True,False,False,47139.0,True,False,False,False,False,1,1,2,7,3794,0,83,60,46,0,12,0,2,23,2,2,1,2,0,1
1265,1265,3910,49,False,False,True,False,False,83829.0,False,False,False,True,False,0,0,78,1,3943,0,1862,1835,897,161,430,186,161,27,0,4,7,6,3,1
1266,1266,5207,61,False,False,False,False,True,53378.0,False,True,False,False,False,1,1,41,8,4322,0,793,661,489,6,152,8,6,132,10,9,4,6,0,1
1267,1267,11114,54,False,False,True,False,False,19656.0,False,False,True,False,False,1,0,94,7,4185,0,84,52,25,4,9,6,8,32,3,2,1,3,0,0
1268,1268,5429,76,False,False,False,False,True,45579.0,False,True,False,False,False,0,1,10,6,3992,0,183,182,145,1,33,2,1,1,1,4,1,4,0,0
1269,1269,9400,66,True,False,False,False,False,85485.0,True,False,False,False,False,0,0,73,2,3687,0,1383,1329,630,26,611,44,18,54,1,6,6,6,0,0
1270,1270,1740,80,False,False,True,False,False,55956.0,False,True,False,False,False,0,0,22,4,3762,0,999,961,760,38,104,50,9,38,2,7,3,4,1,0
1271,1271,7488,61,False,False,False,True,False,64191.0,True,False,False,False,False,0,1,30,3,4202,0,825,810,420,15,186,151,38,15,3,5,3,13,0,0
1272,1272,195,52,False,False,True,False,False,38808.0,True,False,False,False,False,1,0,21,8,4351,0,246,216,125,17,52,3,19,30,4,5,1,4,1,1
1273,1273,635,58,False,False,False,True,False,57183.0,False,True,False,False,False,1,1,51,8,4146,0,610,540,464,5,64,7,0,70,8,9,1,7,0,0
1274,1274,7527,56,False,False,False,True,False,23748.0,False,False,False,True,False,1,0,97,8,4264,0,76,68,6,6,29,12,15,8,3,2,1,3,0,0
1275,1275,10319,53,False,False,True,False,False,66303.0,False,True,False,False,False,0,1,56,8,4167,0,1286,1226,1090,12,96,16,12,60,4,3,4,11,1,0
1276,1276,2296,49,False,False,False,True,False,37368.0,False,True,False,False,False,1,0,4,6,3874,0,30,20,3,2,11,2,2,10,1,1,0,2,1,0
1277,1277,10637,60,False,False,True,False,False,40800.0,False,True,False,False,False,1,2,77,7,4223,1,99,89,24,0,27,8,30,10,2,3,0,3,0,0
